location,investigation_type,event_date,country,injury_severity,aircraft_category,make,model,number_of_engines,engine_type,total_fatal_injuries,total_uninjured,total_serious_injuries,total_minor_injuries,latitude,longitude,amateur_built,aircraft_damage,city,state,region,passengers
"eloy, az",accident,2014-03-29,united states,non-fatal,airplane,aviat aircraft inc,a 1b,1.0,reciprocating,0.0,0.0,0.0,0.0,324814N,0111357W,no,Substantial,eloy,az,West,0.0
"wheatland, wy",accident,2014-03-30,united states,non-fatal,airplane,piper,pa 18a,1.0,reciprocating,0.0,0.0,0.0,0.0,042311N,1045526W,no,Substantial,wheatland,wy,West,0.0
"marathon, fl",accident,2014-03-30,united states,non-fatal,airplane,beech,s35,1.0,reciprocating,0.0,0.0,2.0,0.0,244524N,0081048W,no,Substantial,marathon,fl,South,2.0
"oglesby, tx",accident,2014-03-30,united states,non-fatal,helicopter,bell,47g 3b,1.0,reciprocating,0.0,0.0,0.0,0.0,311841N,0972140W,no,Substantial,oglesby,tx,South,0.0
"bay st louis, ms",accident,2014-03-30,united states,non-fatal,airplane,bellanca,8kcab,1.0,reciprocating,0.0,0.0,1.0,0.0,030224N,0892717W,no,Substantial,bay st louis,ms,South,1.0
"anacortes, wa",accident,2014-04-01,united states,non-fatal,airplane,cessna,172m,1.0,reciprocating,0.0,0.0,0.0,0.0,048308N,1223958W,no,Substantial,anacortes,wa,West,0.0
"clayton, al",accident,2014-04-03,united states,non-fatal,airplane,cessna,t210l,1.0,reciprocating,0.0,0.0,1.0,0.0,315437N,0852215W,no,Substantial,clayton,al,South,1.0
"bayport, ny",accident,2014-04-03,united states,non-fatal,airplane,vans aircraft inc,rv-12,1.0,reciprocating,0.0,0.0,0.0,0.0,404530N,0073313W,no,Minor,bayport,ny,North East,0.0
"melbourne, fl",accident,2014-04-04,united states,non-fatal,airplane,piper aircraft inc,pa-28-161,1.0,reciprocating,0.0,0.0,0.0,0.0,002869N,0803842W,no,Substantial,melbourne,fl,South,0.0
"albany, oh",accident,2014-04-05,united states,fatal,airplane,bellanca,17-30a,1.0,reciprocating,1.0,0.0,0.0,0.0,391245N,0821435W,no,Substantial,albany,oh,Midwest,1.0
"larimore, nd",accident,2014-04-05,united states,non-fatal,airplane,cessna,172,1.0,reciprocating,0.0,0.0,0.0,0.0,475425N,0973826W,no,Substantial,larimore,nd,Midwest,0.0
"green river, ut",accident,2014-04-06,united states,fatal,helicopter,robinson helicopter,r22 beta,1.0,reciprocating,2.0,0.0,0.0,0.0,391843N,0110425W,no,Substantial,green river,ut,West,2.0
"bethel, me",accident,2014-04-06,united states,non-fatal,airplane,piper,pa 18-150,1.0,reciprocating,0.0,0.0,0.0,0.0,442531N,0704836W,no,Substantial,bethel,me,North East,0.0
"lee's summit, mo",accident,2014-04-06,united states,non-fatal,airplane,cessna,t210m,1.0,reciprocating,0.0,2.0,0.0,2.0,385530N,0941943W,no,Substantial,lee's summit,mo,Midwest,4.0
"daytona beach, fl",accident,2014-04-07,united states,non-fatal,airplane,cessna,172r,1.0,reciprocating,0.0,0.0,0.0,0.0,291048N,0081329W,no,Substantial,daytona beach,fl,South,0.0
"brigham city, ut",accident,2014-04-08,united states,fatal,weight-shift,northwing,apache sport,1.0,reciprocating,1.0,0.0,0.0,0.0,412421N,0112259W,no,Substantial,brigham city,ut,West,1.0
"leesburg, va",accident,2014-04-08,united states,non-fatal,airplane,cessna,205a,1.0,reciprocating,0.0,0.0,0.0,0.0,039441N,0773327W,no,Substantial,leesburg,va,South,0.0
"kwethluk, ak",accident,2014-04-08,united states,fatal,airplane,cessna,208b,1.0,turbo prop,2.0,0.0,0.0,0.0,603129N,0161514W,no,Destroyed,kwethluk,ak,West,2.0
"albuquerque, nm",accident,2014-04-08,united states,non-fatal,airplane,cessna,172s,1.0,reciprocating,0.0,0.0,0.0,0.0,035225N,1063633W,no,Substantial,albuquerque,nm,West,0.0
"shaw island, wa",accident,2014-04-08,united states,non-fatal,airplane,cessna,207,1.0,reciprocating,0.0,0.0,0.0,0.0,483432N,1225831W,no,Substantial,shaw island,wa,West,0.0
"littlefield, tx",accident,2014-04-09,united states,fatal,weight-shift,aerotrike,safari,1.0,reciprocating,1.0,0.0,0.0,0.0,335437N,1021949W,no,Substantial,littlefield,tx,South,1.0
"tavares, fl",accident,2014-04-10,united states,non-fatal,airplane,progressive aerodyne inc,searey lsa,1.0,reciprocating,0.0,0.0,1.0,0.0,028488N,0081451W,no,Substantial,tavares,fl,South,1.0
"everett, wa",accident,2014-04-10,united states,non-fatal,airplane,cessna,172s,1.0,reciprocating,0.0,0.0,0.0,0.0,475425N,1221654W,no,Substantial,everett,wa,West,0.0
"colebrook, nh",accident,2014-04-10,united states,non-fatal,airplane,cessna,140,1.0,reciprocating,0.0,0.0,0.0,0.0,044539N,0713016W,no,Substantial,colebrook,nh,North East,0.0
"hugheston, wv",accident,2014-04-11,united states,fatal,airplane,piper,pa-32rt-300t,1.0,reciprocating,2.0,0.0,0.0,0.0,381257N,0812340W,no,Destroyed,hugheston,wv,South,2.0
"louisa, va",accident,2014-04-11,united states,non-fatal,airplane,cessna,u206g,1.0,reciprocating,0.0,1.0,1.0,1.0,038253N,0078538W,no,Substantial,louisa,va,South,3.0
"west chicago, il",accident,2014-04-11,united states,non-fatal,airplane,piper,pa 46-350p,1.0,reciprocating,0.0,0.0,0.0,0.0,415432N,0881457W,no,Substantial,west chicago,il,Midwest,0.0
"leesburg, fl",accident,2014-04-11,united states,non-fatal,airplane,cessna aircraft co,162,1.0,reciprocating,0.0,0.0,0.0,0.0,284921N,0814826W,no,Substantial,leesburg,fl,South,0.0
"kent, or",accident,2014-04-12,united states,non-fatal,airplane,piper,pa 18-135,1.0,reciprocating,0.0,1.0,0.0,1.0,045111N,1202759W,no,Substantial,kent,or,West,2.0
"cookson, ok",accident,2014-04-12,united states,non-fatal,airplane,ercoupe,415 c,1.0,reciprocating,0.0,2.0,0.0,2.0,354049N,0945323W,no,Substantial,cookson,ok,South,4.0
"blountstown, fl",accident,2014-04-12,united states,non-fatal,airplane,wsk pzl mielec,m 18a,1.0,turbo prop,0.0,0.0,0.0,0.0,302913N,0085649W,no,Substantial,blountstown,fl,South,0.0
"aguas buenas, pr",accident,2014-04-13,united states,non-fatal,airplane,piper,pa-18-135,1.0,reciprocating,0.0,0.0,0.0,0.0,181522N,0661052W,no,Substantial,aguas buenas,pr,,0.0
"denton, tx",accident,2014-04-13,united states,fatal,airplane,beech,c24,1.0,reciprocating,1.0,1.0,1.0,1.0,332459N,0972649W,no,Substantial,denton,tx,South,4.0
"browning, mt",accident,2014-04-13,united states,non-fatal,airplane,piper,pa 18s-150,1.0,reciprocating,0.0,0.0,0.0,0.0,048364N,0113655W,no,Substantial,browning,mt,West,0.0
"fredericksburg, tx",accident,2014-04-16,united states,non-fatal,airplane,cessna,o 1e,1.0,reciprocating,0.0,2.0,0.0,2.0,301310N,0099827W,no,Substantial,fredericksburg,tx,South,4.0
"searcy, ar",accident,2014-04-18,united states,non-fatal,airplane,cessna,210a,1.0,reciprocating,0.0,0.0,2.0,0.0,351042N,0914447W,no,Substantial,searcy,ar,South,2.0
"flushing, mi",accident,2014-04-19,united states,fatal,airplane,nanchang,cj6 - a,1.0,reciprocating,2.0,0.0,0.0,0.0,043237N,0835544W,no,Substantial,flushing,mi,Midwest,2.0
"kalamazoo, mi",accident,2014-04-19,united states,non-fatal,airplane,piper,pa-28,1.0,reciprocating,0.0,0.0,2.0,0.0,421720N,0085450W,no,Substantial,kalamazoo,mi,Midwest,2.0
"somerville, nj",accident,2014-04-19,united states,non-fatal,airplane,cessna,a185e,1.0,reciprocating,0.0,0.0,0.0,0.0,403734N,0744013W,no,Substantial,somerville,nj,North East,0.0
"sturgis, mi",accident,2014-04-19,united states,non-fatal,airplane,rockwell international,114,1.0,reciprocating,0.0,0.0,0.0,0.0,414848N,0852620W,no,Substantial,sturgis,mi,Midwest,0.0
"huron, sd",accident,2014-04-19,united states,non-fatal,airplane,cessna,170a,1.0,reciprocating,0.0,0.0,0.0,0.0,441857N,0981624W,no,Substantial,huron,sd,Midwest,0.0
"port gibson, ms",accident,2014-04-19,united states,non-fatal,airplane,champion,aeronca 7ac,1.0,reciprocating,0.0,0.0,0.0,0.0,315738N,0905855W,no,Substantial,port gibson,ms,South,0.0
"concord, nh",accident,2014-04-20,united states,non-fatal,weight-shift,evolution aircraft inc,revo,1.0,reciprocating,0.0,0.0,1.0,0.0,043125N,0071305E,no,Substantial,concord,nh,North East,1.0
"bullhead city, az",accident,2014-04-21,united states,non-fatal,airplane,piper,pa30 - no series,2.0,reciprocating,0.0,0.0,1.0,0.0,003503N,1143337W,no,Substantial,bullhead city,az,West,1.0
"sanford, fl",accident,2014-04-21,united states,non-fatal,airplane,cirrus design corp,sr20,1.0,reciprocating,0.0,0.0,1.0,0.0,284637N,0081146W,no,Substantial,sanford,fl,South,1.0
"put in bay, oh",accident,2014-04-21,united states,non-fatal,airplane,piper,pa 28-181,1.0,reciprocating,0.0,0.0,0.0,0.0,413754N,0082507W,no,Substantial,put in bay,oh,Midwest,0.0
"peyton, co",accident,2014-04-21,united states,non-fatal,airplane,american,aa 1,1.0,reciprocating,0.0,0.0,0.0,0.0,039148N,1042848W,no,Destroyed,peyton,co,West,0.0
"huntsville, al",accident,2014-04-22,united states,non-fatal,airplane,cessna,172i,1.0,reciprocating,0.0,0.0,0.0,0.0,343824N,0864648W,no,Substantial,huntsville,al,South,0.0
"garfield, ks",accident,2014-04-22,united states,fatal,airplane,air tractor inc,at 502b,1.0,turbo prop,1.0,0.0,0.0,0.0,038435N,0991442W,no,Substantial,garfield,ks,Midwest,1.0
"kenai, ak",accident,2014-04-22,united states,non-fatal,airplane,piper,pa 18a 150,1.0,reciprocating,0.0,0.0,0.0,0.0,060934N,0152425W,no,Substantial,kenai,ak,West,0.0
"gilford, nh",accident,2014-04-22,united states,non-fatal,airplane,cessna,t206h,1.0,reciprocating,0.0,0.0,0.0,0.0,433146N,0712247W,no,Substantial,gilford,nh,North East,0.0
"horseshoe bay, tx",accident,2014-04-22,united states,non-fatal,airplane,cessna,421,2.0,reciprocating,0.0,0.0,0.0,0.0,303137N,0982131W,no,Substantial,horseshoe bay,tx,South,0.0
"spring, tx",accident,2014-04-25,united states,non-fatal,airplane,piper,pa 34-200,2.0,reciprocating,0.0,0.0,0.0,0.0,030348N,0953311W,no,Substantial,spring,tx,South,0.0
"cleburne, tx",accident,2014-04-25,united states,non-fatal,helicopter,hughes,269a,1.0,reciprocating,0.0,0.0,2.0,0.0,322113N,0097262W,no,Substantial,cleburne,tx,South,2.0
"liberty, mo",accident,2014-04-25,united states,non-fatal,helicopter,robinson helicopter company,r44 ii,1.0,reciprocating,0.0,0.0,0.0,0.0,391734N,0942632W,no,Substantial,liberty,mo,Midwest,0.0
"llano, tx",accident,2014-04-25,united states,non-fatal,airplane,cessna,172r,1.0,reciprocating,0.0,0.0,0.0,0.0,304637N,0983943W,no,Substantial,llano,tx,South,0.0
"greenville, tx",accident,2014-04-25,united states,non-fatal,airplane,flight design gmbh,ctls,1.0,reciprocating,0.0,0.0,2.0,0.0,003344N,0096355W,no,Substantial,greenville,tx,South,2.0
"taylorsville, nc",accident,2014-04-26,united states,fatal,airplane,champion,7eca,1.0,reciprocating,0.0,0.0,1.0,0.0,355551N,0811148W,no,Substantial,taylorsville,nc,South,1.0
"port orange, fl",incident,2014-04-26,united states,non-fatal,airplane,cessna,525,2.0,turbo fan,0.0,0.0,0.0,0.0,029435N,0008138W,no,Minor,port orange,fl,South,0.0
"richmond, ca",accident,2014-04-27,united states,fatal,airplane,cessna,210e,1.0,reciprocating,1.0,0.0,0.0,0.0,037593N,1222451W,no,Destroyed,richmond,ca,West,1.0
"wann, ok",accident,2014-04-27,united states,non-fatal,airplane,beech,a36,1.0,reciprocating,0.0,3.0,0.0,3.0,365628N,0954510W,no,Substantial,wann,ok,South,6.0
"sweetwater, tx",accident,2014-04-27,united states,fatal,airplane,bellanca,17 30a,1.0,reciprocating,1.0,0.0,1.0,0.0,032291N,1002643W,no,Substantial,sweetwater,tx,South,2.0
"apex, nc",accident,2014-04-27,united states,non-fatal,airplane,alon,a2,1.0,reciprocating,0.0,0.0,2.0,0.0,354410N,0785522W,no,Substantial,apex,nc,South,2.0
"woodbine, nj",accident,2014-04-27,united states,non-fatal,airplane,piper,pa 18-150,1.0,reciprocating,0.0,0.0,0.0,0.0,391314N,0744758W,no,Substantial,woodbine,nj,North East,0.0
"highmore, sd",accident,2014-04-28,united states,fatal,airplane,piper,pa 32r-300,1.0,reciprocating,4.0,0.0,0.0,0.0,044229N,0992747W,no,Destroyed,highmore,sd,Midwest,4.0
"monterey, ca",accident,2014-04-28,united states,non-fatal,airplane,evektor-aerotechnik as,sportstar plus,1.0,reciprocating,0.0,0.0,0.0,0.0,036359N,1215042W,no,Substantial,monterey,ca,West,0.0
"fairbanks, ak",accident,2014-04-28,united states,non-fatal,airplane,cessna,120,1.0,reciprocating,0.0,0.0,0.0,0.0,644829N,1475145W,no,Substantial,fairbanks,ak,West,0.0
"hazlehurst, ga",accident,2014-04-28,united states,non-fatal,airplane,beech,a36,1.0,reciprocating,0.0,0.0,0.0,0.0,315135N,0823524W,no,Substantial,hazlehurst,ga,South,0.0
"fort pierce, fl",accident,2014-04-29,united states,non-fatal,airplane,beech,76,2.0,reciprocating,0.0,0.0,0.0,0.0,272951N,0802222W,no,Substantial,fort pierce,fl,South,0.0
"chapin, sc",accident,2014-04-29,united states,non-fatal,airplane,lake,la-4,1.0,reciprocating,0.0,0.0,1.0,0.0,034355N,0812138W,no,Substantial,chapin,sc,South,1.0
"cooper landing, ak",accident,2014-04-30,united states,non-fatal,airplane,cessna,182j,1.0,reciprocating,0.0,0.0,0.0,0.0,602242N,0150447W,no,Substantial,cooper landing,ak,West,0.0
"daggett, ca",accident,2014-04-30,united states,non-fatal,airplane,airplane factory (pty) ltd the,sling,1.0,reciprocating,0.0,1.0,1.0,1.0,344743N,1165314W,no,Substantial,daggett,ca,West,3.0
"frederick, md",accident,2014-05-01,united states,non-fatal,helicopter,robinson helicopter,r22 beta,1.0,reciprocating,0.0,0.0,2.0,0.0,039253N,0772228W,no,Substantial,frederick,md,North East,2.0
"middlesboro, ky",accident,2014-05-02,united states,non-fatal,airplane,beech,v35b,1.0,reciprocating,0.0,1.0,0.0,1.0,363625N,0834420W,no,Substantial,middlesboro,ky,South,2.0
"new braunfels, tx",accident,2014-05-02,united states,non-fatal,airplane,piper,pa 24-250,1.0,reciprocating,0.0,0.0,0.0,0.0,294218N,0098726W,no,Substantial,new braunfels,tx,South,0.0
"el monte, ca",accident,2014-05-03,united states,non-fatal,helicopter,bell,47g,1.0,reciprocating,0.0,0.0,2.0,0.0,003459N,0011825W,no,Substantial,el monte,ca,West,2.0
"soldotna, ak",accident,2014-05-03,united states,non-fatal,airplane,cessna,170b,1.0,reciprocating,0.0,0.0,0.0,0.0,602829N,0151231W,no,Substantial,soldotna,ak,West,0.0
"connersville, in",accident,2014-05-03,united states,non-fatal,airplane,piper,j3c 65,1.0,reciprocating,0.0,0.0,1.0,0.0,394140N,0085756W,no,Substantial,connersville,in,Midwest,1.0
"murieta, ca",accident,2014-05-03,united states,non-fatal,airplane,cessna,180d,1.0,reciprocating,0.0,0.0,0.0,0.0,333225N,1171951W,no,Substantial,murieta,ca,West,0.0
"advance, nc",accident,2014-05-04,united states,non-fatal,airplane,czech sport aircraft a s,sportcruiser,1.0,reciprocating,0.0,1.0,0.0,1.0,355916N,0802920W,no,Substantial,advance,nc,South,2.0
"bardwell, ky",accident,2014-05-04,united states,non-fatal,airplane,champion,7gcaa,1.0,reciprocating,0.0,0.0,2.0,0.0,365021N,0885945W,no,Substantial,bardwell,ky,South,2.0
"wasilla, ak",accident,2014-05-04,united states,non-fatal,airplane,taylorcraft,bc12 d,1.0,reciprocating,0.0,0.0,0.0,0.0,613649N,1494023W,no,Substantial,wasilla,ak,West,0.0
"bluffdale, ut",accident,2014-05-04,united states,non-fatal,airplane,177mf llc,pitts model 12,1.0,reciprocating,0.0,0.0,2.0,0.0,402824N,1115640W,no,Substantial,bluffdale,ut,West,2.0
"northglenn, co",accident,2014-05-05,united states,non-fatal,airplane,piper,pa 25-235,1.0,reciprocating,0.0,0.0,0.0,0.0,395349N,0010503W,no,Destroyed,northglenn,co,West,0.0
"hessmer, la",accident,2014-05-05,united states,non-fatal,airplane,air tractor inc,at 301,1.0,reciprocating,0.0,0.0,0.0,0.0,031317N,0092716W,no,Substantial,hessmer,la,South,0.0
"rock springs, wy",accident,2014-05-05,united states,non-fatal,airplane,cessna,t207a,1.0,turbo prop,0.0,0.0,0.0,0.0,413539N,0109355W,no,Substantial,rock springs,wy,West,0.0
"ho'olehua, hi",accident,2014-05-06,united states,non-fatal,airplane,piper,pa28 - 181,1.0,reciprocating,0.0,0.0,0.0,0.0,211012N,0157410W,no,Substantial,ho'olehua,hi,West,0.0
"cody, wy",accident,2014-05-06,united states,fatal,airplane,mooney,m20c,1.0,reciprocating,2.0,0.0,0.0,0.0,442355N,0109547W,no,Substantial,cody,wy,West,2.0
"covington, tn",accident,2014-05-07,united states,non-fatal,airplane,piper,pa-28-181,1.0,reciprocating,0.0,1.0,0.0,1.0,035350N,0893514W,no,Destroyed,covington,tn,South,2.0
"santa clara, ut",accident,2014-05-07,united states,fatal,airplane,cessna,150 - f,1.0,reciprocating,2.0,0.0,0.0,0.0,037710N,1134159W,no,Substantial,santa clara,ut,West,2.0
"lancaster, oh",accident,2014-05-07,united states,non-fatal,airplane,piper,pa 32-300,1.0,reciprocating,0.0,0.0,0.0,0.0,394513N,0824028W,no,Substantial,lancaster,oh,Midwest,0.0
"deland, fl",accident,2014-05-09,united states,non-fatal,airplane,cessna,172s,1.0,reciprocating,0.0,0.0,0.0,0.0,002941N,0081171W,no,Substantial,deland,fl,South,0.0
"warrenton, va",accident,2014-05-09,united states,non-fatal,airplane,pacific aerospace corp ltd,750xl,1.0,turbo prop,0.0,0.0,0.0,0.0,383920N,0774714W,no,Substantial,warrenton,va,South,0.0
"columbus, oh",accident,2014-05-09,united states,non-fatal,airplane,cessna,525c,2.0,turbo fan,0.0,0.0,0.0,0.0,394857N,0825557W,no,Substantial,columbus,oh,Midwest,0.0
"meadville, pa",accident,2014-05-09,united states,non-fatal,airplane,piper,pa 22-150,1.0,reciprocating,0.0,0.0,0.0,0.0,413735N,0801253W,no,Substantial,meadville,pa,North East,0.0
"brooksville, fl",accident,2014-05-09,united states,non-fatal,airplane,piper,pa-28-235,1.0,reciprocating,0.0,0.0,0.0,0.0,282825N,0822720W,no,Substantial,brooksville,fl,South,0.0
"hamilton township, nj",accident,2014-05-10,united states,fatal,airplane,navion,g,1.0,reciprocating,1.0,2.0,1.0,2.0,392836N,0074392W,no,Substantial,hamilton township,nj,North East,6.0
"page, az",accident,2014-05-10,united states,fatal,airplane,cessna,t207a,1.0,reciprocating,1.0,1.0,5.0,1.0,036562N,1112659W,no,Substantial,page,az,West,8.0
"san antonio, tx",accident,2014-05-10,united states,non-fatal,airplane,mooney airplane co inc,m20tn,1.0,reciprocating,0.0,1.0,0.0,1.0,292013N,0982816W,no,Substantial,san antonio,tx,South,2.0
"osage, ar",accident,2014-05-10,united states,non-fatal,airplane,american legend,al-3,2.0,reciprocating,0.0,0.0,0.0,0.0,361722N,0931722W,no,Substantial,osage,ar,South,0.0
"indian trail, nc",accident,2014-05-11,united states,non-fatal,airplane,piper,pa 28-180,1.0,reciprocating,0.0,0.0,1.0,0.0,035716N,0803514W,no,Substantial,indian trail,nc,South,1.0
"dowling, mi",accident,2014-05-11,united states,non-fatal,airplane,mooney,m20f,1.0,reciprocating,0.0,0.0,0.0,0.0,422823N,0851357W,no,Substantial,dowling,mi,Midwest,0.0
"boston, ma",accident,2014-05-12,united states,non-fatal,airplane,mcdonnell douglas,md90 - 30,2.0,turbo fan,0.0,0.0,0.0,0.0,422148N,0071123W,no,Substantial,boston,ma,North East,0.0
"summerville, ga",accident,2014-05-13,united states,non-fatal,airplane,taylorcraft,bc 65,1.0,reciprocating,0.0,1.0,1.0,1.0,342810N,0852026W,no,Substantial,summerville,ga,South,3.0
"sugar land, tx",incident,2014-05-13,united states,non-fatal,airplane,raytheon aircraft company,400a,2.0,turbo fan,0.0,0.0,0.0,0.0,293739N,0953926W,no,Minor,sugar land,tx,South,0.0
"biggs, ca",accident,2014-05-13,united states,non-fatal,airplane,schweizer aircraft corp,g 164b,1.0,turbo prop,0.0,0.0,0.0,0.0,392735N,1214146W,no,Substantial,biggs,ca,West,0.0
"nampa, id",accident,2014-05-13,united states,non-fatal,airplane,cessna,180a,1.0,reciprocating,0.0,0.0,0.0,0.0,433432N,1163114W,no,Substantial,nampa,id,West,0.0
"norfolk, va",accident,2014-05-14,united states,non-fatal,airplane,piper,pa-28-151,1.0,reciprocating,0.0,0.0,0.0,0.0,364649N,0762656W,no,Substantial,norfolk,va,South,0.0
"south naknek, ak",incident,2014-05-14,united states,non-fatal,airplane,piper,pa 28-181,1.0,reciprocating,0.0,0.0,0.0,0.0,584216N,0157030W,no,,south naknek,ak,West,0.0
"hayden, id",accident,2014-05-15,united states,non-fatal,airplane,aviat aircraft inc,a 1b,1.0,reciprocating,0.0,0.0,0.0,0.0,474651N,1164742W,no,Substantial,hayden,id,West,0.0
"colville, wa",accident,2014-05-15,united states,non-fatal,airplane,cessna,120,1.0,reciprocating,0.0,0.0,1.0,0.0,483238N,0117532W,no,Substantial,colville,wa,West,1.0
"aniak, ak",accident,2014-05-15,united states,non-fatal,airplane,cessna,208b,1.0,turbo prop,0.0,0.0,0.0,0.0,613433N,0159326W,no,Substantial,aniak,ak,West,0.0
"tucson, az",accident,2014-05-16,united states,non-fatal,airplane,piper,j3c 65,1.0,reciprocating,0.0,0.0,0.0,0.0,032819N,1111017W,no,Substantial,tucson,az,West,0.0
"fort huachuca, az",accident,2014-05-17,united states,fatal,airplane,aero commander,500 s,2.0,reciprocating,1.0,1.0,0.0,1.0,313511N,1102024W,no,Substantial,fort huachuca,az,West,3.0
"bakersfield, ca",accident,2014-05-18,united states,non-fatal,helicopter,bell,47g,1.0,reciprocating,0.0,0.0,0.0,0.0,035263N,0119328W,no,Substantial,bakersfield,ca,West,0.0
"georgetown, de",accident,2014-05-18,united states,non-fatal,airplane,mooney aircraft corp.,m20k,1.0,reciprocating,0.0,1.0,0.0,1.0,384116N,0752130W,no,Substantial,georgetown,de,North East,2.0
"santa fe, nm",accident,2014-05-18,united states,non-fatal,airplane,north american,snj 6,1.0,reciprocating,0.0,0.0,0.0,0.0,035370N,0106521W,no,Substantial,santa fe,nm,West,0.0
